ville,code_postal,departement,type_bien,type_transaction,source,surface,prix,nb_pieces,nb_chambres,prix_m2,prix_m2_predit,ecart_pct,score_marche
Villeneuve-le-roi,94290,94,Appartement,vente,entreparticuliers,28.0,144500.0,1.0,1.0,5160.71,6711.96,-23.11,Sous-evalue
Paris,75018,75,Appartement,vente,pap,11.0,140000.0,1.0,1.0,12727.27,11270.7,12.92,Prix marche
Toulouse,31400,31,Appartement,vente,orpi,50.0,138450.0,2.0,1.0,2769.0,3304.7,-16.21,Sous-evalue
Saint,31650,31,Appartement,vente,orpi,43.0,129900.0,2.0,1.0,3020.93,3454.77,-12.56,Prix marche
Saint,66750,66,Appartement,vente,orpi,35.0,125000.0,2.0,1.0,3571.43,3454.77,3.38,Prix marche
Paris,75017,75,Appartement,vente,pap,10.0,120000.0,1.0,1.0,12000.0,11270.7,6.47,Prix marche
Metz,57050,57,Appartement,vente,orpi,53.0,119000.0,3.0,1.0,2245.28,3304.7,-32.06,Sous-evalue
Neuilly-sur-marne,93330,93,Appartement,vente,pap,37.3,119000.0,1.0,1.0,3192.92,4667.8,-31.6,Sous-evalue
Saint,38400,38,Appartement,vente,orpi,67.0,115000.0,3.0,1.0,1716.42,2637.96,-34.93,Sous-evalue
Paris,75018,75,Appartement,vente,pap,10.0,100000.0,1.0,1.0,10000.0,11270.7,-11.27,Prix marche
Nouméa,98800,98,Appartement,vente,pap,21.0,95000.0,1.0,1.0,4523.81,4559.34,-0.78,Prix marche
Saint,66750,66,Appartement,vente,orpi,26.0,94000.0,2.0,1.0,3615.38,3540.62,2.11,Prix marche
Les Abymes,97139,97,Appartement,vente,orpi,49.0,90000.0,2.0,1.0,1836.73,3304.7,-44.42,Sous-evalue
Boulogne,62200,62,Appartement,vente,orpi,20.0,87900.0,2.0,1.0,4395.0,3218.07,36.57,Sur-evalue
Pontivy,56300,56,Appartement,vente,entreparticuliers,31.0,87500.0,2.0,1.0,2822.58,4559.34,-38.09,Sous-evalue
Saint-étienne,42000,42,Appartement,vente,pap,71.0,69000.0,4.0,2.0,971.83,2918.05,-66.7,Sous-evalue
Paris 19,75019,75,inconnu,vente,orpi,20.0,15000.0,3.0,1.0,750.0,1079.97,-30.55,Sous-evalue
Boulogne,62200,62,inconnu,vente,orpi,14.0,10900.0,3.0,1.0,778.57,2803.84,-72.23,Sous-evalue
Garches,92380,92,Maison,vente,pap,262.0,1376000.0,3.0,3.0,5251.91,6314.31,-16.83,Sous-evalue
Paris,75018,75,Maison,vente,pap,110.0,1290000.0,5.0,3.0,11727.27,10677.98,9.83,Prix marche
Saint-cloud,92210,92,Maison,vente,pap,150.0,1246000.0,3.0,3.0,8306.67,6402.06,29.75,Sur-evalue
Trets,13530,13,Maison,vente,pap,250.0,1178000.0,8.0,4.0,4712.0,3394.41,38.82,Sur-evalue
Paris,75018,75,Maison,vente,pap,170.0,1099000.0,6.0,5.0,6464.71,6115.34,5.71,Prix marche
Saint-cloud,92210,92,Maison,vente,pap,120.0,1092000.0,3.0,3.0,9100.0,6402.06,42.14,Sur-evalue
Lille,59800,59,Maison,vente,orpi,265.0,990000.0,7.0,1.0,3735.85,2564.03,45.7,Sur-evalue
Saint-leu,97436,97,Maison,vente,pap,130.0,920000.0,5.0,3.0,7076.92,3966.63,78.41,Sur-evalue
Garches,92380,92,Maison,vente,pap,140.0,850000.0,3.0,4.0,6071.43,6402.06,-5.16,Prix marche
Ciotat,13600,13,Maison,vente,pap,110.0,775000.0,4.0,3.0,7045.45,3966.63,77.62,Sur-evalue
Cachan,94230,94,Maison,vente,pap,131.0,740000.0,3.0,3.0,5648.85,4550.6,24.13,Sur-evalue
Osny,95520,95,Maison,vente,pap,211.0,730000.0,6.0,5.0,3459.72,3394.41,1.92,Prix marche
Saint-pierre,97400,97,Maison,vente,pap,204.0,730000.0,6.0,4.0,3578.43,3394.41,5.42,Prix marche
Saint-denis,97400,97,Maison,vente,pap,155.0,715000.0,5.0,3.0,4612.9,3878.88,18.92,Sur-evalue
Voisins,78960,78,Maison,vente,orpi,188.0,699000.0,7.0,1.0,3718.09,2922.9,27.21,Sur-evalue
Saint-leu,97436,97,Maison,vente,pap,100.0,699000.0,4.0,3.0,6990.0,4011.5,74.25,Sur-evalue
Fontenay-sous-bois,94120,94,Maison,vente,pap,130.0,690000.0,3.0,3.0,5307.69,4550.6,16.64,Sur-evalue
Neuilly-plaisance,93360,93,Maison,vente,pap,90.0,652900.0,3.0,4.0,7254.44,4205.8,72.49,Sur-evalue
La Couarde,17670,17,Maison,vente,orpi,109.0,647850.0,4.0,1.0,5943.58,3704.06,60.46,Sur-evalue
Paris,75018,75,Maison,vente,pap,65.0,637000.0,3.0,2.0,9800.0,10722.85,-8.61,Prix marche
Haÿ-les-roses,94240,94,Maison,vente,pap,132.0,587999.0,3.0,5.0,4454.54,4550.6,-2.11,Prix marche
Haÿ-les-roses,94240,94,Maison,vente,pap,110.0,579999.0,3.0,4.0,5272.72,4550.6,15.87,Sur-evalue
Thurins,69510,69,Maison,vente,orpi,151.0,560000.0,5.0,1.0,3708.61,2947.91,25.8,Sur-evalue
Haÿ-les-roses,94240,94,Maison,vente,pap,102.0,556999.0,3.0,4.0,5460.77,4550.6,20.0,Sur-evalue
Champigny-sur-marne,94500,94,Maison,vente,pap,127.0,550000.0,3.0,3.0,4330.71,4550.6,-4.83,Prix marche
Bron,69500,69,Maison,vente,orpi,120.0,540000.0,4.0,1.0,4500.0,2947.91,52.65,Sur-evalue
Audinghen,62179,62,Maison,vente,entreparticuliers,186.0,535000.0,8.0,1.0,2876.34,2688.84,6.97,Prix marche
Saint-jean-de-monts,85160,85,Maison,vente,pap,182.0,535000.0,5.0,4.0,2939.56,3878.88,-24.22,Sous-evalue
Saint,31790,31,Maison,vente,orpi,161.0,510000.0,5.0,1.0,3167.7,2860.15,10.75,Prix marche
Saint,04300,04,Maison,vente,orpi,256.0,495000.0,8.0,1.0,1933.59,2564.03,-24.59,Sous-evalue
Ozoir,77330,77,Maison,vente,orpi,160.0,490000.0,5.0,1.0,3062.5,3311.5,-7.52,Prix marche
Champigny-sur-marne,94500,94,Maison,vente,pap,94.0,469900.0,3.0,3.0,4998.94,4720.32,5.9,Prix marche
Champigny-sur-marne,94500,94,Maison,vente,pap,81.0,461900.0,3.0,3.0,5702.47,4720.32,20.81,Sur-evalue
Wissant,62179,62,Maison,vente,orpi,98.0,451500.0,4.0,1.0,4607.14,2756.07,67.16,Sur-evalue
Valence,26000,26,Maison,vente,pap,170.0,450000.0,5.0,3.0,2647.06,3878.88,-31.76,Sous-evalue
Frelinghien,59236,59,Maison,vente,pap,160.0,449900.0,6.0,5.0,2811.88,3394.41,-17.16,Sous-evalue
Balgau,68740,68,Maison,vente,orpi,114.0,449000.0,5.0,1.0,3938.6,2947.91,33.61,Sur-evalue
Voisins,78960,78,Maison,vente,orpi,90.0,449000.0,5.0,1.0,4988.89,3351.64,48.85,Sur-evalue
Saint,40390,40,Maison,vente,orpi,230.0,440000.0,5.0,1.0,1913.04,2860.15,-33.11,Sous-evalue
Tampon,97430,97,Maison,vente,pap,167.0,440000.0,6.0,5.0,2634.73,3394.41,-22.38,Sous-evalue
Montluel,01120,01,Maison,vente,orpi,111.0,439000.0,4.0,1.0,3954.95,2947.91,34.16,Sur-evalue
Aureilhan,40200,40,Maison,vente,orpi,134.0,420000.0,5.0,1.0,3134.33,2947.91,6.32,Prix marche
Argenteuil,95100,95,Maison,vente,pap,90.0,417900.0,3.0,4.0,4643.33,4011.5,15.75,Sur-evalue
Villeneuve-le-roi,94290,94,Maison,vente,pap,170.0,410000.0,8.0,5.0,2411.76,3850.01,-37.36,Sous-evalue
Créteil,94000,94,Maison,vente,pap,90.0,403900.0,3.0,4.0,4487.78,4720.32,-4.93,Prix marche
Créteil,94000,94,Maison,vente,pap,132.0,401900.0,3.0,5.0,3044.7,4550.6,-33.09,Sous-evalue
Haÿ-les-roses,94240,94,Maison,vente,pap,87.0,401816.0,3.0,4.0,4618.57,4720.32,-2.16,Prix marche
Orsay,91400,91,Maison,vente,orpi,104.0,399000.0,5.0,1.0,3836.54,2947.91,30.14,Sur-evalue
Villejuif,94800,94,Maison,vente,pap,88.0,386175.0,3.0,4.0,4388.35,4720.32,-7.03,Prix marche
Champigny-sur-marne,94500,94,Maison,vente,pap,120.0,385900.0,3.0,3.0,3215.83,4550.6,-29.33,Sous-evalue
Bezons,95870,95,Maison,vente,pap,126.0,385000.0,3.0,4.0,3055.56,3966.63,-22.97,Sous-evalue
Antony,92160,92,Maison,vente,orpi,84.0,381200.0,4.0,1.0,4538.1,6446.93,-29.61,Sous-evalue
Rosny-sous-bois,93110,93,Maison,vente,pap,113.0,380000.0,3.0,4.0,3362.83,3923.88,-14.3,Prix marche
Biaudos,40390,40,Maison,vente,orpi,120.0,379000.0,4.0,1.0,3158.33,2947.91,7.14,Prix marche
Coëtmieux,22400,22,Maison,vente,orpi,141.0,378000.0,5.0,1.0,2680.85,2947.91,-9.06,Prix marche
Créteil,94000,94,Maison,vente,pap,104.0,374900.0,3.0,4.0,3604.81,4550.6,-20.78,Sous-evalue
Bezons,95870,95,Maison,vente,pap,108.0,374000.0,3.0,4.0,3462.96,3966.63,-12.7,Prix marche
Bondy,93140,93,Maison,vente,pap,93.0,368900.0,3.0,3.0,3966.67,3968.75,-0.05,Prix marche
Bezons,95870,95,Maison,vente,pap,132.0,368000.0,3.0,5.0,2787.88,3966.63,-29.72,Sous-evalue
Fouju,77390,77,Maison,vente,pap,132.0,365000.0,7.0,5.0,2765.15,3482.16,-20.59,Sous-evalue
Cabourg,14390,14,Maison,vente,entreparticuliers,90.0,360000.0,4.0,1.0,4000.0,4011.5,-0.29,Prix marche
Bondy,93140,93,Maison,vente,pap,111.0,356200.0,3.0,4.0,3209.01,3923.88,-18.22,Sous-evalue
Thiais,94320,94,Maison,vente,pap,90.0,353900.0,3.0,4.0,3932.22,4720.32,-16.7,Sous-evalue
Drancy,93700,93,Maison,vente,pap,87.0,353900.0,3.0,3.0,4067.82,4205.8,-3.28,Prix marche
Champigny-sur-marne,94500,94,Maison,vente,pap,69.0,348900.0,3.0,3.0,5056.52,4720.32,7.12,Prix marche
Drancy,93700,93,Maison,vente,pap,110.0,346900.0,3.0,3.0,3153.64,3923.88,-19.63,Sous-evalue
Drancy,93700,93,Maison,vente,pap,106.0,341900.0,3.0,4.0,3225.47,3923.88,-17.8,Sous-evalue
Bezons,95870,95,Maison,vente,pap,104.0,341000.0,3.0,4.0,3278.85,3966.63,-17.34,Sous-evalue
Villejuif,94800,94,Maison,vente,pap,76.0,334900.0,3.0,3.0,4406.58,4720.32,-6.65,Prix marche
Bondy,93140,93,Maison,vente,pap,87.0,332089.0,3.0,3.0,3817.11,4205.8,-9.24,Prix marche
Neuilly-plaisance,93360,93,Maison,vente,pap,103.0,330000.0,3.0,5.0,3203.88,3923.88,-18.35,Sous-evalue
Bondy,93140,93,Maison,vente,pap,87.0,321900.0,3.0,3.0,3700.0,4205.8,-12.03,Prix marche
Drancy,93700,93,Maison,vente,pap,91.0,317900.0,3.0,4.0,3493.41,3968.75,-11.98,Prix marche
Amnéville,57360,57,Maison,vente,orpi,96.0,314000.0,5.0,1.0,3270.83,2992.78,9.29,Prix marche
Drancy,93700,93,Maison,vente,pap,78.0,307900.0,3.0,3.0,3947.44,4205.8,-6.14,Prix marche
Savigneux,42600,42,Maison,vente,orpi,130.0,289000.0,7.0,1.0,2223.08,1558.34,42.66,Sur-evalue
Hesdin,62360,62,Maison,vente,orpi,171.0,274500.0,5.0,1.0,1605.26,2410.58,-33.41,Sous-evalue
Hindisheim,67150,67,Maison,vente,orpi,135.0,265000.0,5.0,1.0,1962.96,2947.91,-33.41,Sous-evalue
Mernel,35330,35,Maison,vente,pap,160.0,260000.0,7.0,4.0,1625.0,3394.41,-52.13,Sous-evalue
Tracy,60170,60,Maison,vente,orpi,107.0,242000.0,3.0,1.0,2261.68,2947.91,-23.28,Sous-evalue
Fonbeauzard,31140,31,Maison,vente,orpi,83.0,234200.0,4.0,1.0,2821.69,2992.78,-5.72,Prix marche
Romorantin,41200,41,Maison,vente,orpi,101.0,226000.0,3.0,1.0,2237.62,2992.78,-25.23,Sous-evalue
Saint,62280,62,Maison,vente,orpi,103.0,198000.0,4.0,1.0,1922.33,2498.33,-23.06,Sous-evalue
Reims,51100,51,Maison,vente,orpi,83.0,198000.0,4.0,1.0,2385.54,2766.76,-13.78,Prix marche
Annay,62880,62,Maison,vente,orpi,150.0,189490.0,7.0,1.0,1263.27,2202.21,-42.64,Sous-evalue
La Verpillière,38290,38,Maison,vente,orpi,95.0,189000.0,4.0,1.0,1989.47,2637.96,-24.58,Sous-evalue
Boulogne,62200,62,Maison,vente,orpi,177.0,188000.0,5.0,1.0,1062.15,2410.58,-55.94,Sous-evalue
Basse,97100,97,Maison,vente,orpi,73.0,180000.0,3.0,1.0,2465.75,2992.78,-17.61,Sous-evalue
Saint,38620,38,Maison,vente,orpi,61.0,145000.0,3.0,1.0,2377.05,2949.88,-19.42,Sous-evalue
Marquise,62250,62,Maison,vente,orpi,90.0,140900.0,4.0,1.0,1565.56,2756.07,-43.2,Sous-evalue
Semallé,61250,61,Maison,vente,orpi,60.0,128000.0,2.0,1.0,2133.33,2801.81,-23.86,Sous-evalue
Mennetou,41320,41,Maison,vente,orpi,79.0,109000.0,4.0,1.0,1379.75,2992.78,-53.9,Sous-evalue
Carmaux,81400,81,Maison,vente,pap,110.0,100000.0,6.0,3.0,909.09,2961.69,-69.31,Sous-evalue
Toulouse,31000,31,Appartement,vente,pap,180.0,1149000.0,5.0,3.0,6383.33,3878.88,64.57,Sur-evalue
Paris,75006,75,Appartement,vente,pap,62.0,1100000.0,3.0,2.0,17741.94,11034.78,60.78,Sur-evalue
Paris,75004,75,Appartement,vente,pap,66.0,998000.0,3.0,2.0,15121.21,10722.85,41.02,Sur-evalue
Paris,75017,75,Appartement,vente,pap,74.0,960000.0,3.0,2.0,12972.97,10722.85,20.98,Sur-evalue
Nice,06000,06,Appartement,vente,pap,133.0,950000.0,5.0,4.0,7142.86,7701.05,-7.25,Prix marche
Paris,75010,75,Appartement,vente,pap,85.1,926000.0,5.0,3.0,10882.59,10722.85,1.49,Prix marche
Paris,75003,75,Appartement,vente,pap,70.0,845000.0,4.0,2.0,12071.43,10722.85,12.58,Prix marche
Nogent-sur-marne,94130,94,Appartement,vente,entreparticuliers,100.0,820000.0,5.0,1.0,8200.0,4720.32,73.72,Sur-evalue
Paris,75006,75,Appartement,vente,pap,60.0,790000.0,2.0,1.0,13166.67,11034.78,19.32,Sur-evalue
Paris,75002,75,Appartement,vente,pap,64.0,770000.0,2.0,1.0,12031.25,11034.78,9.03,Prix marche
Boulogne-billancourt,92100,92,Appartement,vente,pap,80.0,740000.0,3.0,2.0,9250.0,6446.93,43.48,Sur-evalue
Paris,75012,75,Appartement,vente,pap,79.0,735000.0,4.0,3.0,9303.8,10722.85,-13.23,Prix marche
Paris,75010,75,Appartement,vente,pap,52.0,675000.0,2.0,1.0,12980.77,11034.78,17.64,Sur-evalue
Paris,75004,75,Appartement,vente,pap,45.0,665000.0,3.0,2.0,14777.78,11184.85,32.12,Sur-evalue
Boulogne-billancourt,92100,92,Appartement,vente,pap,65.0,640000.0,3.0,2.0,9846.15,6446.93,52.73,Sur-evalue
Paris,75013,75,Appartement,vente,pap,68.0,635000.0,3.0,2.0,9338.24,10722.85,-12.91,Prix marche
Montreuil,93100,93,Appartement,vente,pap,113.0,620000.0,5.0,3.0,5486.73,3923.88,39.83,Sur-evalue
Marseille,13001,13,Appartement,vente,entreparticuliers,113.0,595000.0,4.0,1.0,5265.49,3966.63,32.74,Sur-evalue
Paris,75013,75,Appartement,vente,pap,78.0,580000.0,5.0,4.0,7435.9,6732.43,10.45,Prix marche
Bandol,83150,83,Appartement,vente,orpi,77.0,575000.0,3.0,1.0,7467.53,2992.78,149.52,Sur-evalue
Nogent-sur-marne,94130,94,Appartement,vente,pap,77.0,570000.0,3.0,2.0,7402.6,4720.32,56.82,Sur-evalue
Paris,75013,75,Appartement,vente,pap,65.0,532000.0,3.0,2.0,8184.62,10722.85,-23.67,Sous-evalue
Arcy,78390,78,Appartement,vente,pap,86.0,530000.0,4.0,3.0,6162.79,3957.91,55.71,Sur-evalue
Paris,75013,75,Appartement,vente,pap,72.4,530000.0,3.0,2.0,7320.44,10722.85,-31.73,Sous-evalue
Paris,75016,75,Appartement,vente,pap,47.0,515000.0,3.0,2.0,10957.45,11184.85,-2.03,Prix marche
Paris,75015,75,Appartement,vente,pap,48.2,497000.0,2.0,1.0,10311.2,11184.85,-7.81,Prix marche
Paris,75016,75,Appartement,vente,pap,54.0,496000.0,2.0,1.0,9185.19,11034.78,-16.76,Sous-evalue
Saint-denis,93200,93,Appartement,vente,pap,63.0,469000.0,3.0,2.0,7444.44,4517.73,64.78,Sur-evalue
Paris,75013,75,Appartement,vente,pap,52.8,463500.0,3.0,2.0,8776.75,11034.78,-20.46,Sous-evalue
Paris,75015,75,Appartement,vente,pap,53.0,455000.0,3.0,2.0,8584.91,11034.78,-22.2,Sous-evalue
Marseille,13001,13,Appartement,vente,entreparticuliers,80.0,450000.0,4.0,1.0,5625.0,4011.5,40.22,Sur-evalue
Marseille,13001,13,Appartement,vente,entreparticuliers,55.0,450000.0,4.0,1.0,8181.82,4323.42,89.24,Sur-evalue
Paris,75005,75,Appartement,vente,pap,43.0,440000.0,1.0,1.0,10232.56,11184.85,-8.51,Prix marche
Grimaud,83310,83,Appartement,vente,entreparticuliers,80.0,424000.0,4.0,1.0,5300.0,4011.5,32.12,Sur-evalue
Paris,75017,75,Appartement,vente,pap,34.0,420000.0,2.0,1.0,12352.94,11184.85,10.44,Prix marche
Grasse,06130,06,Appartement,vente,pap,66.0,395000.0,3.0,2.0,5984.85,5217.71,14.7,Prix marche
Paris,75011,75,Appartement,vente,pap,35.0,395000.0,2.0,1.0,11285.71,11184.85,0.9,Prix marche
Paris,75012,75,Appartement,vente,pap,32.0,395000.0,2.0,2.0,12343.75,11270.7,9.52,Prix marche
Vitry-sur-seine,94400,94,Appartement,vente,pap,74.0,392000.0,3.0,2.0,5297.3,4720.32,12.22,Prix marche
Paris,75016,75,Appartement,vente,pap,32.0,390000.0,2.0,1.0,12187.5,11270.7,8.13,Prix marche
Nogent,94130,94,Appartement,vente,orpi,58.0,385000.0,3.0,1.0,6637.93,3697.23,79.54,Sur-evalue
Paris,75014,75,Appartement,vente,pap,52.0,385000.0,2.0,1.0,7403.85,11034.78,-32.9,Sous-evalue
Paris,75001,75,Appartement,vente,entreparticuliers,64.0,379000.0,4.0,1.0,5921.88,11034.78,-46.33,Sous-evalue
Paris,75016,75,Appartement,vente,pap,29.0,369000.0,2.0,1.0,12724.14,11270.7,12.9,Prix marche
Royan,17200,17,Appartement,vente,orpi,64.0,353090.0,3.0,1.0,5517.03,4242.71,30.04,Sur-evalue
Nice,06100,06,Appartement,vente,orpi,70.0,350000.0,3.0,1.0,5000.0,4198.99,19.08,Sur-evalue
Paris,75010,75,Appartement,vente,pap,34.0,350000.0,1.0,1.0,10294.12,11184.85,-7.96,Prix marche
Antibes,06600,06,Appartement,vente,pap,71.5,342000.0,3.0,2.0,4783.22,5217.71,-8.33,Prix marche
Lille,59800,59,Appartement,vente,orpi,66.0,339200.0,3.0,1.0,5139.39,2992.78,71.73,Sur-evalue
Paris,75018,75,Appartement,vente,pap,35.1,335000.0,2.0,1.0,9544.16,11184.85,-14.67,Prix marche
Saint-denis,93200,93,Appartement,vente,pap,87.0,329000.0,4.0,3.0,3781.61,4205.8,-10.09,Prix marche
Fontenay-le-fleury,78330,78,Appartement,vente,pap,112.0,320000.0,5.0,4.0,2857.14,3913.04,-26.98,Sous-evalue
Versailles,78000,78,Appartement,vente,pap,40.1,319000.0,2.0,1.0,7961.07,5502.53,44.68,Sur-evalue
Fontenay,92260,92,Appartement,vente,orpi,88.0,315000.0,4.0,1.0,3579.55,6446.93,-44.48,Sous-evalue
Rochelle,17000,17,Appartement,vente,pap,71.0,310000.0,4.0,3.0,4366.2,4767.65,-8.42,Prix marche
Anglet,64600,64,Appartement,vente,orpi,73.0,299900.0,3.0,1.0,4108.22,2992.78,37.27,Sur-evalue
Eaubonne,95600,95,Appartement,vente,pap,95.0,299500.0,5.0,3.0,3152.63,4011.5,-21.41,Sous-evalue
Vincennes,94300,94,Appartement,vente,orpi,34.0,299000.0,2.0,1.0,8794.12,5607.39,56.83,Sur-evalue
Nancy,54000,54,Appartement,vente,orpi,96.0,279000.0,4.0,1.0,2906.25,2992.78,-2.89,Prix marche
Lille,59000,59,Appartement,vente,orpi,85.0,279000.0,4.0,1.0,3282.35,2992.78,9.68,Prix marche
Le Havre,76600,76,Appartement,vente,entreparticuliers,73.0,270000.0,3.0,1.0,3698.63,4011.5,-7.8,Prix marche
Bischheim,67800,67,Appartement,vente,orpi,95.0,265000.0,4.0,1.0,2789.47,2992.78,-6.79,Prix marche
Arcachon,33120,33,Appartement,vente,entreparticuliers,33.0,260000.0,2.0,1.0,7878.79,5686.64,38.55,Sur-evalue
Boulogne,62200,62,Appartement,vente,orpi,96.0,259000.0,4.0,1.0,2697.92,2756.07,-2.11,Prix marche
Illkirch,67400,67,Appartement,vente,orpi,75.0,256800.0,3.0,1.0,3424.0,2992.78,14.41,Prix marche
Le Cannet,06110,06,Appartement,vente,orpi,46.0,255000.0,3.0,1.0,5543.48,4951.08,11.97,Prix marche
Le Gosier,97190,97,Appartement,vente,orpi,95.0,254000.0,3.0,1.0,2673.68,2992.78,-10.66,Prix marche
Fréjus,83600,83,Appartement,vente,pap,55.0,250000.0,3.0,2.0,4545.45,4323.42,5.14,Prix marche
Villeron,95380,95,Appartement,vente,pap,67.0,249000.0,3.0,2.0,3716.42,4011.5,-7.36,Prix marche
Bonneuil-sur-marne,94380,94,Appartement,vente,pap,61.0,249000.0,3.0,2.0,4079.29,4715.95,-13.5,Prix marche
Noisy,93160,93,Appartement,vente,orpi,54.0,248000.0,3.0,1.0,4592.59,3499.01,31.25,Sur-evalue
Touvet,38660,38,Appartement,vente,pap,83.0,244000.0,4.0,3.0,2939.76,3395.11,-13.41,Prix marche
Pontenx-les-forges,40200,40,Appartement,vente,pap,103.0,240600.0,4.0,3.0,2335.92,3966.63,-41.11,Sous-evalue
Paris,75014,75,Appartement,vente,pap,19.6,240000.0,1.0,1.0,12238.65,11270.7,8.59,Prix marche
Havre,76600,76,Appartement,vente,pap,88.0,235000.0,4.0,3.0,2670.45,4011.5,-33.43,Sous-evalue
Lille,59000,59,Appartement,vente,pap,47.0,235000.0,2.0,1.0,5000.0,4473.49,11.77,Prix marche
Orchamps-vennes,25390,25,Appartement,vente,pap,68.0,233000.0,3.0,2.0,3426.47,4011.5,-14.58,Prix marche
Divonne-les-bains,01220,01,Appartement,vente,entreparticuliers,40.0,225000.0,2.0,1.0,5625.0,4473.49,25.74,Sur-evalue
Savigny-le-temple,77176,77,Appartement,vente,entreparticuliers,72.0,215000.0,4.0,1.0,2986.11,4011.5,-25.56,Sous-evalue
Villeneuve,06270,06,Appartement,vente,orpi,27.0,215000.0,2.0,1.0,7962.96,5327.96,49.46,Sur-evalue
Le Gosier,97190,97,Appartement,vente,orpi,74.0,205000.0,2.0,1.0,2770.27,2992.78,-7.43,Prix marche
Mérignac,33700,33,Appartement,vente,entreparticuliers,46.0,199000.0,2.0,1.0,4326.09,4735.21,-8.64,Prix marche
Malakoff,92240,92,Appartement,vente,pap,25.0,199000.0,1.0,1.0,7960.0,8501.12,-6.37,Prix marche
Paris,75003,75,Appartement,vente,pap,14.3,190000.0,1.0,1.0,13323.98,11270.7,18.22,Sur-evalue
Mundolsheim,67450,67,Appartement,vente,orpi,100.0,189500.0,3.0,1.0,1895.0,2992.78,-36.68,Sous-evalue
Corbas,69960,69,Appartement,vente,pap,90.5,185000.0,5.0,3.0,2044.88,4011.5,-49.02,Sous-evalue
Aucamville,31140,31,Appartement,vente,orpi,52.0,181000.0,3.0,1.0,3480.77,3304.7,5.33,Prix marche
Saint,59350,59,Appartement,vente,orpi,44.0,181000.0,2.0,1.0,4113.64,3454.77,19.07,Sur-evalue
Yerres,91330,91,Appartement,vente,orpi,84.0,179000.0,5.0,1.0,2130.95,2992.78,-28.8,Sous-evalue
Valenciennes,59300,59,Appartement,vente,orpi,50.0,179000.0,2.0,1.0,3580.0,3304.7,8.33,Prix marche
Marseille,13013,13,Appartement,vente,pap,65.0,175000.0,4.0,3.0,2692.31,4011.5,-32.89,Sous-evalue
Montreuil,93100,93,Appartement,vente,pap,26.0,169900.0,1.0,1.0,6534.62,4753.65,37.47,Sur-evalue
Bihorel,76420,76,Appartement,vente,entreparticuliers,76.0,169600.0,4.0,1.0,2231.58,4011.5,-44.37,Sous-evalue
Toulouse,31200,31,Appartement,vente,orpi,56.0,169600.0,3.0,1.0,3028.57,3304.7,-8.36,Prix marche
Ramonville-saint-agne,31520,31,Appartement,vente,entreparticuliers,45.0,169000.0,2.0,1.0,3755.56,4473.49,-16.05,Sous-evalue
Brétigny-sur-orge,91220,91,Appartement,vente,pap,46.0,167000.0,2.0,1.0,3630.43,4473.49,-18.85,Sous-evalue
